ID,Recipient,Amount,Currency
43726,Duane Rocha,9610.28,DKK
43727,Jessica Robertson,4912.35,USD
43728,Kathryn King,3649.92,DKK
43729,Erica Gray,4592.13,KRW
43730,Frances Mckay,3429.08,BRL
43731,Dakota Hopkins,3567.39,ZAR
43732,Heather Simpson,5398.16,EUR
43733,Briana Mills,5863.16,PLN
43734,Elizabeth Wilkins,2020.65,EUR
43735,Terry Gibbs,569.46,AUD
43736,Anthony Smith MD,1600.47,AUD
43737,Katherine Brown,2336.97,SGD
43738,Karen Griffin,3209.12,GBP
43739,Amanda Jackson,9541.02,ILS
43740,Denise Walters,1939.52,EUR
43741,Megan Ward,8619.02,BRL
43742,Amanda Elliott,3130.81,NZD
43743,Christine Lewis,1538.57,PLN
43744,Alex Wheeler,4902.77,SGD
43745,Kayla Singleton,9975.15,BRL
43746,Casey Yoder,8253.9,EUR
43747,Steven Thomas,8596.04,INR
43748,Gina Ramos,7646.68,EUR
43749,Maureen Richardson,2463.31,JPY
43750,John Chambers,3982.77,GBP
43751,John Woodard,5567.93,CHF
43752,Raymond Winters,8017.26,MXN
43753,Stephanie Watson,9028.35,CAD
43754,Alicia Carter,1178.78,SEK
43755,Sarah Harrell,5953.06,ZAR
43756,Tammie Carr MD,436.91,KRW
43757,Brian Sanders,8298.49,BRL
43758,Matthew Farrell,3222.59,USD
43759,Robert Jimenez,643.17,USD
43760,Timothy Craig,7083.05,NZD
43761,Tammy Smith,4502.4,SEK
43762,Todd Pineda,5834.56,SEK
43763,Derek Stone,6828.63,SEK
43764,Heather Snyder,50.63,CHF
43765,Steven Barnett,7431.35,ZAR
43766,John Moore,7241.84,ZAR
43767,Warren Green,9871.81,DKK
43768,Carrie Sandoval,9417.97,HKD
43769,Brittany Sanders,4023.6,NOK
43770,Justin Washington,513.96,NOK
43771,Mark Vincent,6359.03,NZD
43772,Carrie Hernandez,6294.77,HKD
43773,Michael Wade,9933.64,JPY
43774,Hunter Miller,9841.2,GBP
43775,Cynthia Taylor,5348.76,HKD
43776,Leslie Neal,2698.88,ZAR
43777,Ms. Kaitlin Wilson,2620.36,SGD
43778,Jenna Gonzalez,5623.96,HKD
43779,Felicia Fischer,4891.56,CAD
43780,Christina Atkins,4355.04,ZAR
43781,Laura Jensen MD,1765.95,BRL
43782,Julie Cline,3213.89,DKK
43783,Alex Carpenter,3244.6,AUD
43784,Devin Miller,3279.27,MXN
43785,Peter Castro,9451.66,NZD
43786,Lindsey Smith,9547.94,EUR
43787,Hannah Clark,9577.74,USD
43788,Thomas Phillips,3417.82,USD
43789,James Francis,6779.04,SGD
43790,Tiffany Wilson,9729.77,DKK
43791,Eric Green,4272.79,AUD
43792,Jonathan Hobbs,9334.09,SEK
43793,Sean Martinez,5887.34,ILS
43794,Sandra Thompson,8185.05,HKD
43795,Kevin Butler,4798.45,ILS
43796,Robert Hartman,1862.88,KRW
43797,Christopher Webster,5076.76,ZAR
43798,John Warren,5512.46,BRL
43799,Willie Wilson,2942.96,NZD
43800,Christine Francis,2872.71,SEK
43801,Jennifer Johnson,8519.01,MXN
43802,Todd Smith,6851.87,USD
43803,Glenn Campos,1867.57,AUD
43804,Heather Powell,8388.17,CHF
43805,Zachary Jones,4979.4,INR
43806,Tyler Lee,2195.71,ZAR
43807,Ashley Brown,9479.29,USD
43808,Michael Powell,5566.41,USD
43809,Lisa Clark,6988.02,CHF
43810,Heather Henderson,9484.55,NZD
43811,Audrey Perez,6610.79,ZAR
43812,Summer Wong,1455.86,NOK
43813,Anthony Torres,2704.62,PLN
43814,John Griffith,8914.38,HKD
43815,Jeffrey Sanchez,486.3,SGD
43816,Jared Newton,6142.36,SGD
43817,Joshua Williams,6819.16,SEK
43818,Donald Case,6230.23,GBP
43819,Elizabeth Morgan,5453.29,EUR
43820,Joshua Silva,4582.49,NOK
43821,Thomas Nelson,3328.66,EUR
43822,Amanda Rodriguez,5697.97,PLN
43823,Jennifer Green,7134.83,MXN
43824,Kaitlin Stewart,3252.56,ZAR
43825,Abigail Drake,6356.11,NZD
43826,Jennifer Ford,2807.82,ILS
43827,Ryan Ross,7611.85,INR
43828,Cathy Bentley,1034.83,ZAR
43829,Krystal Perez,989.35,CAD
43830,Steven Santana,5365.9,KRW
43831,Jenna Guerra,9479.75,DKK
43832,Cheryl Davila,7190.0,PLN
43833,Sheila Robinson,3617.01,ZAR
43834,Kelly Bailey,7807.74,NZD
43835,Joseph Gonzalez,9435.55,NOK
43836,Gina Harris,6252.31,KRW
43837,Lauren Nguyen,1298.55,ILS
43838,Kevin Mills,383.46,SGD
43839,Edward Riley,4381.13,CHF
43840,Jennifer Wilson,7372.28,EUR
43841,Allison Robinson,9415.58,ZAR
43842,Brittany Smith,9996.16,DKK
43843,Victor Ramirez,4038.25,USD
43844,Brandon Lozano,5001.6,SGD
43845,Sarah Rosales,8722.8,HKD
43846,Scott Harris,1966.28,NZD
43847,Joseph Little,9859.69,PLN
43848,Kenneth Myers,3130.78,ZAR
43849,Emily Allen,9700.91,EUR
43850,Leslie Buchanan,1786.35,NZD
43851,Jason Russell,1375.09,JPY
43852,Robert Moore,4201.94,AUD
43853,Tracy Baxter,9402.83,ILS
43854,Wayne Lopez,9139.78,ZAR
43855,Amy Salazar,189.71,GBP
43856,Dorothy Burton,2005.17,GBP
43857,Susan Torres,6657.78,DKK
43858,Joanna Austin,5819.14,INR
43859,James Haley,6367.85,CAD
43860,Mark Quinn,9858.71,INR
43861,Antonio Williamson,1924.25,KRW
43862,Kyle Thompson,1938.46,AUD
43863,Anita King,6983.69,USD
43864,Linda Joseph,8889.67,KRW
43865,Danielle Hall,4280.28,EUR
43866,Christina Conrad,8705.68,EUR
43867,Jacqueline Mendez,7077.48,CHF
43868,Cynthia Edwards,307.62,BRL
43869,Ashley Jackson,9831.83,USD
43870,Kayla Jones,7101.48,INR
43871,Matthew Fowler,632.48,USD
43872,Julia Mendez DDS,4423.37,USD
43873,Stefanie Hickman,8588.35,CHF
43874,Angel Murphy,9224.82,USD
43875,Kirsten Gutierrez,4415.98,CAD
43876,Michael Jordan,5529.03,ILS
43877,Dennis Houston,2324.91,MXN
43878,Nicholas Holmes,8809.23,ILS
43879,Dr. Dana Moses,1861.31,DKK
43880,Victoria Mayo,1835.1,NZD
43881,Tyler Tate,3493.19,JPY
43882,Brandi Kennedy,5489.05,EUR
43883,Sierra Wilkerson,7912.76,CAD
43884,Tyler May,6004.79,JPY
43885,Christopher Huynh MD,8555.96,CHF
43886,Lisa Guzman,1084.11,CAD
43887,Kelly Bennett,8483.49,CAD
43888,Jodi Baker,7984.66,AUD
43889,William Hoffman,4943.68,GBP
43890,Willie Price,6553.58,MXN
43891,Christina Decker,7697.06,HKD
43892,Jonathan Jones,4981.17,ZAR
43893,Shelly Wilkins,2339.79,GBP
43894,Derek Waller,4025.54,HKD
43895,Priscilla Perry,2863.64,MXN
43896,Julie Bryan,818.64,NZD
43897,Melissa Garner,918.83,USD
43898,Kimberly Howard,795.37,KRW
43899,Veronica Ferguson,9334.99,INR
43900,Jason Thornton,1832.18,SEK
43901,Connie Webb,1689.48,USD
43902,Christy Martin,8230.79,JPY
43903,Jack Lopez,8795.05,NZD
43904,Phyllis Cannon,1231.17,PLN
43905,Lawrence Thomas,9262.49,SEK
43906,Adam Patrick,3262.75,ZAR
43907,Jesus Dudley,7873.54,ZAR
43908,Gary Johnson,6638.18,CAD
43909,Daniel Jordan,1996.8,JPY
43910,Kimberly Boyer,6699.91,NZD
43911,Michael Bowers,9277.67,NZD
43912,Jessica Shea,2828.13,GBP
43913,Kenneth Lopez,5279.47,AUD
43914,Kristine Gordon,3971.84,PLN
43915,Jennifer Marshall,961.02,BRL
43916,Sarah White,7020.7,MXN
43917,Joshua Johnson,9462.33,ILS
43918,Rick Jones,6926.01,JPY
43919,Marissa Cruz,2874.39,INR
43920,Dana Lee,3892.19,NOK
43921,Michael Williams,4731.47,KRW
43922,Jacqueline Donaldson,4168.42,CAD
43923,Kayla Rodriguez,3276.68,USD
43924,Monique Lopez,2603.01,HKD
43925,Nancy Stone,7728.27,SEK
43926,Ruben Bowman,6871.75,CAD
43927,Kim Lester,8193.93,BRL
43928,Katherine Chaney,1234.31,JPY
43929,Amanda Zamora,9328.01,SEK
43930,Eric Brown,9293.54,USD
43931,Christopher Coleman,7681.76,CAD
43932,Henry Bird,6950.14,INR
43933,Diana Lucas,9330.64,KRW
43934,Heather Young,2933.45,CHF
43935,Melissa Smith,6903.45,CHF
43936,Patricia Martinez,4557.1,ILS
43937,Chloe Jackson,9211.21,INR
43938,Andrew Murphy,4563.43,CAD
43939,Sean Mueller,3283.98,CAD
43940,Lori Roach,905.71,KRW
43941,Christopher Mitchell,5929.06,KRW
43942,Susan Oliver,7586.65,SGD
43943,Melissa Buchanan,1158.33,JPY
43944,Kristina Foster,2147.55,HKD
43945,Christopher Clark,1357.83,HKD
43946,Kimberly Schultz,3670.66,MXN
43947,Tonya Mason,8482.6,GBP
43948,Joshua Jimenez,611.62,BRL
43949,Jill Simpson,3983.56,ILS
43950,Michelle Diaz,85.52,AUD
43951,Connie Mills,6899.38,MXN
43952,Kenneth Russell,2083.04,INR
43953,Russell Mann,4437.5,CAD
43954,Nicole Cooper,8790.44,AUD
43955,Ashley Stone,2816.79,NZD
43956,Andrew Ramsey,6065.62,EUR
43957,Robert Humphrey,530.38,SGD
43958,Karen Smith,9936.77,PLN
43959,Mrs. Phyllis White MD,9235.06,EUR
43960,Elizabeth Williams,1630.63,JPY
43961,Christian Tucker,3728.16,SGD
43962,Richard Burke,321.47,SGD
43963,Tammy Bradley,664.6,GBP
43964,Karen Martin,960.75,CHF
43965,Ricky Gray,1478.82,CHF
43966,Andrew Kaiser,1124.55,PLN
43967,John Jenkins,7669.02,USD
43968,Casey Alexander,3690.11,INR
43969,Andre Stevens MD,573.01,NOK
43970,Christine Maxwell,8109.49,CAD
43971,Samantha Johnson,8053.57,CHF
43972,Mary Young,6499.1,CHF
43973,Kayla Figueroa,3883.48,JPY
43974,Jeffrey Pratt,8660.82,SEK
43975,Adam Parrish,1588.97,KRW
43976,Colton Ford,5224.95,ZAR
43977,Katherine Kim,996.16,PLN
43978,Carmen Hernandez,7248.42,HKD
43979,Matthew Rhodes,3631.8,CAD
43980,Maria Banks,240.51,ZAR
43981,Kim Hicks,7275.99,BRL
43982,Karen Mejia,6155.33,ILS
43983,John Sanders,7499.39,JPY
43984,Justin Stuart,6676.43,EUR
43985,Diane Hernandez,9172.58,NZD
43986,John Jones,1296.29,HKD
43987,Mallory Henderson,5787.04,NOK
43988,Christina Williams,4091.15,GBP
43989,Jonathan Davis,400.37,DKK
43990,Margaret Pollard,2909.83,NOK
43991,Mr. Kyle Sutton MD,1354.35,ILS
43992,Jennifer Coleman,6169.85,HKD
43993,Christina West MD,8515.87,SEK
43994,Tyler Gray,6962.0,PLN
43995,Dr. Derrick Mack,8201.12,CHF
43996,Donald Harmon,8243.57,KRW
43997,Jacob Moody,769.24,PLN
43998,Eric Reynolds,8614.28,USD
43999,Jennifer Franklin,1699.88,ZAR
44000,Bryan Cooper,6834.01,INR
44001,Joe Johnson,5438.05,SEK
44002,James Phillips,1541.25,NZD
44003,Thomas Carroll,4268.94,HKD
44004,Matthew Joseph,4626.34,INR
44005,David Barajas,2680.04,HKD
44006,Melissa Moreno,9425.46,MXN
44007,Sean Hanson,867.67,HKD
44008,Kayla Alvarado,1774.33,CHF
44009,Susan Stephens,9628.64,CAD
44010,Holly Abbott,6940.09,JPY
44011,Theresa Diaz,7210.81,SGD
44012,Jennifer Phillips,8291.56,KRW
44013,Brittany Faulkner,3873.76,ILS
44014,Tony Nguyen MD,6988.91,KRW
44015,Nancy Mccoy,1814.48,GBP
44016,Jonathan Oliver,8879.59,ILS
44017,Regina Mclaughlin,1136.03,CHF
44018,Kevin Hughes,3918.28,AUD
44019,Timothy Rush III,4677.04,SEK
44020,Richard Hampton,9294.25,CAD
44021,Christopher Davidson,575.06,NZD
44022,Sharon Hernandez,7554.08,PLN
44023,Vincent Hunt,8809.37,SEK
44024,Emily James,3048.71,AUD
44025,Emily Ruiz MD,469.75,CAD
44026,Christopher Newman,220.98,NOK
44027,Jenny West,2188.92,INR
44028,Janet Flores,4782.71,SEK
44029,Brandon Williams,5187.61,SEK
44030,Christine Beasley,4726.13,AUD
44031,Michael Pollard,4079.25,EUR
44032,Shannon Nguyen,7996.8,EUR
44033,Paul Ford,610.8,NZD
44034,Tracy Hoover,8338.37,SEK
44035,Angela Baker,8389.24,AUD
44036,Jacob Norris,4432.72,SGD
44037,Elizabeth Simmons,3628.57,JPY
44038,Jackson Wilson,5933.77,JPY
44039,Ronald Richardson,8410.98,NOK
44040,Jeremy Barron,6435.31,KRW
44041,Sarah Martin,19.7,INR
44042,Michele Brown,9809.45,SEK
44043,Robert Jones,1412.24,HKD
44044,Kim Smith,3588.45,PLN
44045,John Santiago,7637.35,ILS
44046,Jordan Porter,9324.4,INR
44047,David Berry,2858.58,EUR
44048,Brandon Johnson,3209.39,NOK
44049,Haley Sims,2541.27,BRL
44050,Travis Clark,6467.24,SEK
44051,Evan Sloan,4931.22,AUD
44052,Matthew Smith,628.56,PLN
44053,George Dudley,3595.83,ILS
44054,Heather Randolph,1413.83,CAD
44055,Elijah Baxter,2470.77,EUR
44056,Mary Lewis,3331.77,BRL
44057,Misty Jones,2490.29,AUD
44058,Matthew Ayala,55.72,CAD
44059,Kenneth Johnson II,8665.01,PLN
44060,Sarah Lawrence,3375.24,AUD
44061,Jacob Carter,7562.36,BRL
44062,Brittney West,6193.96,USD
44063,Veronica Roberts,7342.55,PLN
44064,Steven Lee,9653.04,NZD
44065,Holly Petersen,4767.86,CAD
44066,Matthew Moore,2272.81,EUR
44067,Mark Stephens,5621.18,GBP
44068,Brandy Martinez,4194.03,HKD
44069,Judy Wright,5102.96,PLN
44070,David Nelson,4842.23,SGD
44071,Brian Ashley,8232.46,USD
44072,Beth Hernandez,4814.22,ILS
44073,Tracie Townsend,9355.04,GBP
44074,Richard Chavez,5771.09,DKK
44075,Briana Campbell,1494.8,NZD
44076,Eric Cortez,3876.28,USD
44077,Mr. Gregory Holloway MD,9156.52,BRL
44078,Keith Garrison,971.87,CAD
44079,Courtney Parker,7912.1,MXN
44080,Laura Morales,1617.55,DKK
44081,John Bryant,524.49,JPY
44082,Shannon Daniels,934.21,AUD
44083,Michael Thompson,7778.66,DKK
44084,Edward Anderson,7180.35,BRL
44085,Rebecca Hardy,7859.1,SGD
44086,Sherri Barrett,2564.19,USD
44087,Amy Newman,5674.56,GBP
44088,Amanda Jackson,5410.34,AUD
44089,Chad Banks,1158.55,ZAR
44090,Stephanie Duke,8745.14,DKK
44091,Erika Newman,4719.76,PLN
44092,Stanley Jones,1595.2,ZAR
44093,Mark Anderson,6275.31,EUR
44094,Ann Jones,1104.48,NZD
44095,Nicholas Tate,1976.17,AUD
44096,Brian Payne,2485.7,JPY
44097,Pamela Castro,7019.55,CHF
44098,Ryan Martin,7080.97,JPY
44099,Stephanie Mann,8944.73,ILS
44100,Brandy Mack,8223.29,NOK
44101,Melanie Oneal,2476.68,BRL
44102,Randy Taylor,9159.37,SGD
44103,Jessica Caldwell,3873.87,NZD
44104,Ryan Dudley,2805.39,CHF
44105,Victoria Hardin,8416.63,GBP
44106,Courtney Leach,8013.77,NZD
44107,Tracy Young,7776.56,INR
44108,Michael Johnson,9216.29,GBP
44109,Melissa Medina,2521.15,NOK
44110,Jacob Coleman,5871.4,CAD
44111,Mrs. Emily Marquez DDS,1308.71,GBP
44112,George Shaw,5491.86,HKD
44113,Melissa Lewis,4181.14,DKK
44114,Chad Morton,4071.41,ILS
44115,Derek Doyle,4238.32,USD
44116,Christy Mercado MD,1031.14,DKK
44117,Rebecca Waters,3918.73,SGD
44118,Susan Yang,5566.05,HKD
44119,Daniel Haney,2756.72,NOK
44120,Michael Carr,7097.19,INR
44121,Brent Copeland,2036.28,EUR
44122,Holly Cook,5733.03,ILS
44123,Jared Holmes,7612.29,DKK
44124,Allen Mccullough,7362.62,PLN
44125,Shawn Kent,3387.96,NOK
44126,Paul Jefferson,1305.85,DKK
44127,Craig Marshall,974.42,AUD
44128,Carl Wheeler,7290.92,MXN
44129,Heather Morrison,739.62,HKD
44130,Mr. Randall Martin,5983.63,CAD
44131,Kevin Carey,3207.23,SEK
44132,Sheila Thomas,2926.8,AUD
44133,Alexander Barton,1594.14,JPY
44134,Amanda Cox,8598.8,MXN
44135,Christopher Garcia Jr.,3994.94,HKD
44136,Norman Patterson,5827.09,BRL
44137,James Salazar,5524.73,ILS
44138,Sara Haley,2426.39,ILS
44139,Brandon Day,1954.27,CAD
44140,Tammy Davenport,856.43,NZD
44141,Cassandra Good,7174.82,DKK
44142,Heidi Bradley,5367.35,HKD
44143,Mario Stone,2420.06,BRL
44144,Charles Walker,2186.84,BRL
44145,Devin Galvan,7254.44,SEK
44146,Wendy Bass,8295.2,GBP
44147,Christina Fields,2455.65,SGD
44148,Taylor Wood,1492.77,AUD
44149,Amy Murphy,9186.17,ILS
44150,David Mason,6467.33,INR
44151,Justin Klein,197.33,GBP
44152,Michaela White,3504.94,JPY
44153,Darryl Weber,5708.26,CHF
44154,Kyle Greene,5361.25,EUR
44155,Dorothy Garcia,6157.67,AUD
44156,Christopher Edwards,7711.86,AUD
44157,Anne Freeman,777.6,PLN
44158,Sean White,9302.6,SEK
44159,Mary Gillespie,4093.74,GBP
44160,Steven Dawson,604.95,CHF
44161,Alyssa Bowers,8732.57,NZD
44162,David Bell,2972.63,PLN
44163,Beth Young,4008.02,EUR
44164,Jamie Hogan,7623.7,ZAR
44165,Ricardo Watson,4301.1,CAD
44166,Austin Torres,2677.2,INR
44167,Scott Chapman,5426.77,NOK
44168,Nicholas Mason,904.9,NOK
44169,Michaela Scott,1222.35,ILS
44170,Tiffany Shaw,631.89,MXN
44171,Lacey Martinez,1827.03,MXN
44172,Tiffany Lee,443.96,CAD
44173,Lisa Kelly,3372.55,PLN
44174,Ian Medina,109.83,HKD
44175,James Larson,347.42,ZAR
44176,Micheal Barrera,7370.15,AUD
44177,Timothy Graham,1025.26,INR
44178,Deborah Mckinney,6452.53,SEK
44179,Kevin Barnett,6688.47,INR
44180,Alex Jackson,4071.66,GBP
44181,Robert Burke,6257.89,SGD
44182,Felicia Ray,9057.61,MXN
44183,Brandy Harris,753.72,ZAR
44184,Laura Mills,8721.09,HKD
44185,Daniel Gilmore,4795.28,GBP
44186,Mary Gonzalez,9931.43,AUD
44187,Phillip Small,5221.34,ZAR
44188,Kayla Nichols,5399.98,KRW
44189,Tina Bean,9655.28,GBP
44190,Barbara Sanchez,9109.53,ILS
44191,Patrick Rivera,8526.82,INR
44192,Thomas Huang,8482.47,ZAR
44193,Cameron Gray,1804.82,CHF
44194,Patricia Holt,7663.1,PLN
44195,Patty Powell,5693.04,DKK
44196,Melvin Navarro,1759.13,PLN
44197,Justin Baker,9176.87,NZD
44198,Ashley Smith,6689.45,GBP
44199,Dr. Christopher Robertson,182.98,ILS
44200,Karen Smith,1173.54,AUD
44201,Cynthia Williams,6277.86,MXN
44202,Suzanne Suarez,1071.53,NZD
44203,Toni Martinez MD,9619.15,DKK
44204,Cynthia Williamson,401.59,SEK
44205,Mr. Wyatt Collins Jr.,1461.45,KRW
44206,Tammy Humphrey,5075.71,NOK
44207,Curtis Fuller,5724.69,ZAR
44208,Mark Garrett,5127.66,CHF
44209,Angela Castro,5797.79,USD
44210,Peter Vincent,4348.03,USD
44211,Amanda Herrera,4013.37,HKD
44212,Michelle Lewis,4323.49,USD
44213,Anthony Young,160.41,AUD
44214,Christopher Charles,9633.11,NZD
44215,Timothy Schroeder,3057.15,USD
44216,Julie Garcia,2956.44,JPY
44217,Frank Gallegos,8668.09,SEK
44218,Jessica Kline,8352.65,NOK
44219,Christina Powers,9411.38,GBP
44220,Thomas Wright,5521.07,NOK
44221,Dominique Russell,3106.62,NZD
44222,Katherine Pierce,3128.02,NOK
44223,Monica Johnson,6319.23,MXN
44224,James Charles,6156.79,SGD
44225,Samuel Brown,8256.94,CHF
44226,Katherine Walsh,8800.39,INR
44227,David Williams,9238.34,ILS
44228,Olivia Watson,8879.82,ILS
44229,Jason Hines MD,4186.26,AUD
44230,Joseph Diaz,6125.46,KRW
44231,Deanna Jackson,2418.44,INR
44232,Ashley Johns,4343.38,DKK
44233,Donna Welch,3039.7,CAD
44234,Mr. Christopher Walsh,5033.65,KRW
44235,Kimberly Randolph,2819.47,ZAR
44236,Monica Cook,2241.49,AUD
44237,Anthony Barker,2412.02,BRL
44238,Ashley Mclaughlin,1546.99,MXN
44239,Kimberly Huffman,3380.74,USD
44240,Michelle Garcia,5637.57,JPY
44241,Lisa Fleming,9577.8,AUD
44242,Lance Hill,2527.99,JPY
44243,Stephen Harrison,8316.5,MXN
44244,Jonathon Holmes,2888.92,USD
44245,Amber Bailey DDS,9008.08,MXN
44246,Elizabeth Hensley,856.05,HKD
44247,Christine Carlson,185.81,USD
44248,Rodney Frazier,8755.0,NOK
44249,Richard Hatfield,3431.44,ZAR
44250,Daniel Hayes,4968.98,CAD
44251,Joshua Holder,4494.79,JPY
44252,Sydney Walsh,5059.71,USD
44253,Jamie Davis,9218.77,SGD
44254,Timothy Huff,9039.72,ZAR
44255,Richard Armstrong,735.54,HKD
44256,Tammy Oneal,3336.23,USD
44257,Robert Fleming,1105.06,BRL
44258,Diana Hill,9766.13,CAD
44259,Natalie Schultz,4978.25,BRL
44260,Alison Freeman,4723.99,NZD
44261,Aaron Church,8927.08,PLN
44262,Amanda Hampton MD,4728.2,HKD
44263,Jack Harris,7678.43,SEK
44264,Jennifer Taylor,1431.55,ZAR
44265,Colton Hall,1478.83,DKK
44266,Yolanda Hill,4588.97,GBP
44267,Jonathan Keller,74.09,BRL
44268,Leonard Castro,6231.51,MXN
44269,Willie Mitchell,2073.3,NZD
44270,Teresa Martin,7549.88,HKD
44271,Michael Hahn,3321.76,MXN
44272,Andre Brown,4838.69,MXN
44273,Jeremy Durham,6731.27,JPY
44274,Angela Richardson,9671.04,AUD
44275,Lindsey Walker,7269.91,CHF
44276,Joseph Gilbert,378.56,AUD
44277,Johnny Baird,5641.25,KRW
44278,Jessica Tate,3912.37,ILS
44279,Wesley Palmer,1512.21,NZD
44280,Elizabeth Meyer,4908.57,HKD
44281,Doris Lam,5804.47,BRL
44282,Thomas Herrera,9011.64,CHF
44283,Ashley Hebert,8151.0,CHF
44284,Thomas Munoz,3982.54,CHF
44285,Karen Ward PhD,3166.36,HKD
44286,Michael Richardson,6018.78,GBP
44287,Charles Hansen,1034.57,HKD
44288,Dawn White,8372.8,USD
44289,Jose Lee,1829.01,HKD
44290,Taylor Williams,47.72,SEK
44291,Brandon Scott,992.81,MXN
44292,Shannon Allen,9076.18,SGD
44293,Shannon Howard,5898.23,EUR
44294,Austin Ryan,5045.49,ZAR
44295,Megan Coleman,4571.5,NOK
44296,Cheryl Marsh,9704.85,GBP
44297,Steven Chapman,5341.49,DKK
44298,Russell Hall,5618.82,CAD
44299,Michael Wright,7140.12,MXN
44300,Jeremy Johnson,3094.91,NOK
44301,Wayne Raymond,6350.69,SEK
44302,David Wallace,2198.46,CAD
44303,Karen Salas,6434.72,ILS
44304,Heather Juarez,789.06,AUD
44305,Lacey Parker,5326.48,PLN
44306,Melissa Johnson,8873.59,BRL
44307,Mario Fernandez,6763.04,AUD
44308,April Arnold,462.35,AUD
44309,Lori Lawson,796.13,ZAR
44310,Brandy Harrell,6409.04,CAD
44311,Daniel Vargas,3415.9,PLN
44312,Sandra Ross,7709.7,SEK
44313,Jason Tucker,2104.02,CHF
44314,Christina Lawrence,5212.06,AUD
44315,Jaime Williams,7437.13,MXN
44316,Mark Berry,366.71,NOK
44317,Joan Leblanc,4603.28,MXN
44318,Michael Simpson,2356.53,NZD
44319,Mitchell George,3796.12,SGD
44320,Raymond Duffy,4017.97,GBP
44321,James Smith,3497.37,BRL
44322,Yvonne Holt,1610.93,NOK
44323,Jonathan Williams,603.8,BRL
44324,Curtis Pham,5695.02,KRW
44325,Erica Beck,8051.05,PLN
44326,Anthony Mitchell,9422.08,DKK
44327,Michael Thompson,1864.2,NOK
44328,Deborah Bryan,426.46,AUD
44329,Samantha Davenport,3009.73,GBP
44330,Matthew Barrett,3310.0,KRW
44331,Gerald Choi,9037.78,ILS
44332,Anthony Williams,633.31,ILS
44333,Victoria Adkins,4883.09,NZD
44334,David Hubbard,1681.96,JPY
44335,Melissa Elliott,9501.04,USD
44336,William Buckley,9299.09,BRL
44337,Dr. Angela Martinez,1601.54,KRW
44338,Carol Cole,5788.75,PLN
44339,Abigail Brown,6003.25,PLN
44340,Ronald Morris,3727.27,USD
44341,Rachel Knapp,7500.11,KRW
44342,Tom Long,1318.28,SEK
44343,Marcus Thomas,2543.38,ILS
44344,Denise Lamb,2890.36,SGD
44345,Richard Black,5873.59,BRL
44346,Danielle Payne,3936.2,ZAR
44347,William Davis,4369.98,SGD
44348,Jill Wallace,9230.45,USD
44349,Bailey Wilkerson,2080.29,KRW
44350,Carl Cruz,6283.31,NZD
44351,Stacy Russell,2135.88,INR
44352,Tara Harris,5204.53,EUR
44353,Mrs. Stacey Davila,7488.27,PLN
44354,Thomas Avila,5150.7,AUD
44355,Garrett Smith,9997.49,BRL
44356,Stephen Gonzalez,6230.86,BRL
44357,Rebekah Williams,3645.12,CHF
44358,George Thornton,9988.92,NZD
44359,Ethan Riggs,6488.51,JPY
44360,Ashley Li,1673.05,EUR
44361,Sherry Wright,4544.95,USD
44362,Gregory Jennings,1846.1,ZAR
44363,Roger Smith,4790.91,GBP
44364,Sarah Martinez,4697.18,HKD
44365,Michael Woods,24.69,ILS
44366,Mark Scott,771.08,BRL
44367,Tina Perez,9552.07,USD
44368,Ryan Perry,7728.36,KRW
44369,Jessica Cordova,4302.36,PLN
44370,Erik Singh,3675.9,USD
44371,Paula Torres,8951.18,SEK
44372,Paul Cannon,5280.91,SGD
44373,Rachel Ferguson,339.78,DKK
44374,Jill Ramirez,1215.03,CHF
44375,Thomas White,4180.24,NZD
44376,Andrew Mcgee,881.54,BRL
44377,Curtis Johnson,9103.98,MXN
44378,Larry Rivera,9694.37,ZAR
44379,John Scott,1065.06,AUD
44380,Shelby Booker,4388.29,AUD
44381,Michelle Smith,4625.0,AUD
44382,Timothy Moore,161.03,INR
44383,Sheena Warren,9011.26,PLN
44384,Edward Bryant,506.49,KRW
44385,Carly Cline,5985.39,USD
44386,Ruth Whitney,9946.31,BRL
44387,Ashley Swanson,7703.74,GBP
44388,Sherri Ford,3373.69,AUD
44389,Katelyn Drake,5350.35,NZD
44390,Brittany Kent,5858.83,BRL
44391,Eric Brooks,5261.64,EUR
44392,Casey Mayer,3556.56,GBP
44393,Samantha Ramos,5018.54,NZD
44394,Jeffrey Yoder,9466.74,HKD
44395,Cassandra Matthews,3204.26,BRL
44396,Regina Cochran,1454.72,NOK
44397,Raymond Espinoza,8658.17,ILS
44398,Diane Cohen,6242.59,KRW
44399,Cindy Anthony,8505.15,USD
44400,Valerie Reed,4106.33,NOK
44401,Dale Wells,5527.48,BRL
44402,Sean Marquez,5080.72,ILS
44403,Sabrina Barnes,545.07,DKK
44404,Thomas Woods,7648.9,SEK
44405,Patrick Pena,3672.38,JPY
44406,Crystal Evans,6304.59,KRW
44407,James Jones,3085.71,GBP
44408,Alice Benjamin,779.18,CAD
44409,Lindsay Robinson,5194.7,DKK
44410,Andrew Nelson,4434.21,NOK
44411,Sharon Mcclain,9122.64,ILS
44412,Sara Mills,1667.82,AUD
44413,Stephanie Black,8129.85,KRW
44414,Kathryn Porter,4113.23,EUR
44415,Deborah Brown,2484.21,CHF
44416,Karen Reynolds,3981.1,JPY
