ID,Recipient,Amount,Currency
4775,Wanda Wheeler,7588.47,SGD
4776,John Park,525.63,HKD
4777,Alexandria Thomas,4437.46,PLN
4778,Jessica Myers,4846.7,CHF
4779,Michael Delgado,9998.9,USD
4780,Charles Smith,4710.03,MXN
4781,Erik Hayes,6252.75,MXN
4782,Jessica Barrett,1860.65,KRW
4783,Jessica Davila,760.91,GBP
4784,Kevin Roberts DVM,3617.29,HKD
4785,Shannon Rodriguez MD,8177.32,SEK
4786,Morgan Green,1220.35,INR
4787,Donna Gonzales,6640.17,GBP
4788,Caroline Thompson MD,1621.52,GBP
4789,Sarah Sparks,3085.83,EUR
4790,Thomas Roberts,8772.93,GBP
4791,John Landry,3469.7,SEK
4792,Kimberly Kelly,8586.47,NOK
4793,Victor Figueroa,7186.96,NZD
4794,Heather Powers,3663.85,MXN
4795,Mark Johnson,597.47,SEK
4796,Jessica Pena,2525.22,SGD
4797,Carrie Bond,2989.53,CHF
4798,Benjamin Perkins,1248.44,HKD
4799,Joseph Conley,3430.8,NOK
4800,Olivia Duarte,6236.17,EUR
4801,Rebecca Ramirez,9349.97,INR
4802,Tracie Stuart,8726.41,AUD
4803,Kyle Castillo,2344.99,CHF
4804,Shirley Higgins,9903.51,ZAR
4805,Stephanie Robertson,992.19,INR
4806,Kenneth Montgomery,7781.76,GBP
4807,Kristin Griffin,4690.97,ZAR
4808,Sara Haynes,5795.01,SEK
4809,Vincent Gaines,5267.93,MXN
4810,Emily Kelly,2724.39,CHF
4811,Megan Mckenzie,2968.5,JPY
4812,Aaron Lindsey,8760.84,ZAR
4813,David Pineda,5438.15,BRL
4814,Brent Pearson,7891.3,PLN
4815,Mike Wilson,1310.92,SEK
4816,Jennifer Austin,5034.49,MXN
4817,Derek Jones,8281.68,SGD
4818,Bryan Graham,7506.53,ZAR
4819,Kathryn Ramirez,9356.0,PLN
4820,Gregory Davis,1181.97,MXN
4821,Chloe Kennedy,4681.76,USD
4822,Meghan Sawyer,9166.83,ILS
4823,Jeffrey West,7299.17,BRL
4824,Daniel Jackson,7727.7,USD
4825,Christopher Paul,3125.74,HKD
4826,Stephanie Wells,3308.67,DKK
4827,Aaron Griffith,3131.52,EUR
4828,Darrell Leonard,9001.62,INR
4829,Christopher Mann,8934.26,NZD
4830,Amanda Garcia,2184.65,CAD
4831,Jesse Davis,4350.44,NZD
4832,Daniel Johnson,4467.54,NZD
4833,David Fernandez,8057.27,ILS
4834,Wanda Anderson,5171.92,MXN
4835,Kevin Sanchez,4846.17,EUR
4836,Miss Tina Taylor MD,3316.64,AUD
4837,Michelle Fuller,822.62,NOK
4838,Felicia Banks,5669.69,AUD
4839,Amanda Cox,7466.12,CHF
4840,Joseph Carpenter,7643.48,ZAR
4841,Tony Alvarez,2895.58,PLN
4842,Ashley Flores,9380.0,HKD
4843,Phillip Smith,804.0,NOK
4844,Candace Johnson,7630.76,INR
4845,Christopher Wilkins,4026.25,ZAR
4846,Christopher Williams,3717.71,JPY
4847,Jeremy Patrick,8551.03,JPY
4848,Ruben Jones,5704.9,CHF
4849,Sara Moore,7052.48,NOK
4850,Caitlin Howe,4688.1,CAD
4851,Margaret Livingston,4095.04,BRL
4852,Andrew Mckay,4627.11,NOK
4853,John Gonzalez,6206.98,SGD
4854,Matthew Whitaker,5054.21,USD
4855,Dr. Paula Fernandez MD,6903.68,CHF
4856,Laura Williams,3969.8,SEK
4857,Michael Hughes,6970.14,KRW
4858,Amy Scott,4510.29,GBP
4859,Anthony Martinez,1494.38,ILS
4860,Michael Meyer,4219.24,BRL
4861,Bryan Brown,2180.45,KRW
4862,Christy Mckinney,3459.19,ZAR
4863,Kevin Krause,7800.29,MXN
4864,Dorothy Miller,5268.12,MXN
4865,Stephanie Weber DDS,2225.71,ILS
4866,Erin Stevens,7014.23,USD
4867,Caitlyn Daniels,2517.8,SEK
4868,Linda Little,9416.06,AUD
4869,Marcus Perez,4332.41,MXN
4870,Faith Williams,1701.06,CHF
4871,Kenneth Gill III,1128.73,DKK
4872,Jonathan Porter,6098.3,MXN
4873,Ashley Hill,542.83,CHF
4874,Andrew Becker,3294.55,ILS
4875,Kimberly Molina,53.32,SGD
4876,Brooke Nelson,4879.22,KRW
4877,Trevor Evans,7685.12,CHF
4878,Andrea Johnson,39.29,DKK
4879,Mary Russo,8771.19,USD
4880,Carol Lee,3155.9,HKD
4881,Alexander Matthews,3051.88,EUR
4882,Amy Merritt,9281.67,ZAR
4883,Lisa Lee,2555.57,SGD
4884,Donna Francis,6854.05,DKK
4885,Cheryl Alvarado,8008.77,KRW
4886,Jessica Rodgers,65.75,CAD
4887,Diana Perkins,4038.32,DKK
4888,Jason Wilkinson,5270.72,CHF
4889,Christopher Walls,2676.34,CAD
4890,Ashley Huff,3364.57,INR
4891,Deanna Watson,7744.3,KRW
4892,John Perez,547.43,SEK
4893,Sean Nichols,6676.85,KRW
4894,Samuel Sullivan,1592.0,HKD
4895,Ross Hill,3952.74,HKD
4896,Marcus Humphrey,4650.15,NOK
4897,Heather Valencia,3843.76,GBP
4898,Benjamin Johnson,725.06,EUR
4899,Patricia Henry,3416.24,CHF
4900,Robert Perez,9595.84,HKD
4901,Aaron Brown,5872.14,MXN
4902,Angela Cooper,1670.49,NZD
4903,Jeffrey Mccarty,2972.28,JPY
4904,Dr. Vanessa Allen,5757.1,KRW
4905,Andrea Hensley,265.52,GBP
4906,Gary Jones,464.85,GBP
4907,Debra Carpenter,8252.57,INR
4908,Brittney Bailey,2513.07,ZAR
4909,Brent Kelly,1226.64,JPY
4910,Ryan Nelson,904.38,KRW
4911,Valerie Taylor,6803.68,HKD
4912,Cynthia Duncan,6438.68,PLN
4913,Aaron Arnold,8115.55,BRL
4914,Kenneth Kelly,436.85,CHF
4915,Brooke Fleming,3677.1,EUR
4916,Christy Contreras,1991.59,ILS
4917,Megan Thomas,5282.89,AUD
4918,William Lane,797.56,USD
4919,Kelly Jones,127.77,DKK
4920,Whitney Cooper,6424.99,SGD
4921,Megan Hamilton,3928.35,KRW
4922,Leslie Choi,2195.91,SEK
4923,Sara Riddle,434.74,SGD
4924,Robert Carter,8019.82,ILS
4925,Allison Buckley,2925.86,PLN
4926,Sherri Meyer,4842.67,NZD
4927,Tiffany Gill,8333.94,CHF
4928,Joshua James,8622.54,SEK
4929,Jacqueline Hamilton,9743.57,JPY
4930,Dakota Kane,1615.1,GBP
4931,Jennifer Poole,3720.73,EUR
4932,Phillip Mendoza,4683.43,NZD
4933,Jessica Miller,3863.56,SGD
4934,Angela Anderson,7954.46,DKK
4935,Scott Mercado,5921.2,KRW
4936,Keith Hernandez,3235.72,INR
4937,Carol Crawford,6657.22,JPY
4938,Jennifer Hale,9209.38,PLN
4939,Christopher Maxwell,6024.83,GBP
4940,Kevin David,4768.6,CAD
4941,Bradley Turner,8119.84,HKD
4942,Jessica Russell,403.96,KRW
4943,Aaron Church,2066.72,NOK
4944,Amber Blake,9121.24,INR
4945,Jasmine Parks,5375.61,GBP
4946,Miguel Lewis,8021.61,MXN
4947,Christopher Anderson,6183.04,USD
4948,Kent Schroeder,3456.34,KRW
4949,Richard Williams,5623.37,EUR
4950,Francis Campbell,6645.33,JPY
4951,Jillian Harris,6273.4,AUD
4952,Devin Ward,5420.3,ILS
4953,Natalie Barnett,8843.8,SGD
4954,Julia Nguyen,496.32,PLN
4955,Stacey Giles,7267.46,SEK
4956,Jeremy Padilla,2843.62,HKD
4957,Paul French,9125.26,SGD
4958,Teresa Parks,4773.78,DKK
4959,Jody Riley,2078.84,MXN
4960,Thomas Tran,5989.64,AUD
4961,Tyler Bishop,9766.3,NZD
4962,Robert Hubbard,3376.92,ZAR
4963,Tony Schmitt,6292.69,NOK
4964,Jackie Middleton,1156.43,BRL
4965,Amy Young,2406.98,NZD
4966,Ashley Watts,330.53,GBP
4967,Michelle Hart,7926.14,HKD
4968,Amy Lopez,7698.41,ZAR
4969,Katherine Williams,2521.0,NZD
4970,Tiffany Medina,8255.66,GBP
4971,Jacob Rowland,3283.13,CHF
4972,David Charles,4148.88,NZD
4973,Kelly Diaz,7313.3,MXN
4974,Stephen Cantu,628.25,INR
4975,Bryan Davis,8706.42,ZAR
4976,Amy Alvarez,7572.16,ZAR
4977,Megan Parker,260.68,CAD
4978,Mrs. Sonya Smith,2363.66,EUR
4979,Alicia Robinson,909.53,USD
4980,Cory Hensley,2663.63,USD
4981,Isaac Meyer,3748.57,DKK
4982,Erin Nixon,1499.52,AUD
4983,John Lewis,8895.51,CAD
4984,Daniel Kelly,4717.26,ILS
4985,Paul Butler,4581.64,GBP
4986,Mr. Peter Lindsey,4931.9,KRW
4987,Charles Delgado,6998.72,USD
4988,Melissa Huerta,1353.35,ZAR
4989,Shawn Pearson,6003.05,EUR
4990,Melissa Bradley,9897.6,ILS
4991,Kevin Montes,1595.86,SGD
4992,Betty Wright,801.29,NOK
4993,Theresa Farmer,7428.77,MXN
4994,Michael Williams,2135.22,EUR
4995,Savannah Andrews,713.1,ZAR
4996,Dr. Patrick Rhodes,9869.93,HKD
4997,Brett Scott,2513.99,JPY
4998,Pamela Perkins,3199.6,AUD
4999,Breanna Hansen,5104.27,CHF
5000,Courtney Mills,3819.36,CAD
5001,Judith Atkins,5999.58,ILS
5002,Megan Small,5131.11,ZAR
5003,Aaron Best,1533.51,EUR
5004,Robin Thomas,9023.64,USD
5005,Paula Cook,4471.29,GBP
5006,Daniel Reed,139.41,JPY
5007,Cynthia Freeman,7119.12,NZD
5008,Jonathan Hernandez,2419.2,INR
5009,Kirk Taylor,8055.67,CAD
5010,Michael Johnson,7714.13,CHF
5011,Michael Taylor,6299.88,SEK
5012,Catherine Chaney,4759.89,AUD
5013,Charles Howard,24.68,INR
5014,Kathleen Welch,2788.39,DKK
5015,Sarah Lee,4824.3,USD
5016,Joseph Phelps,6161.36,SEK
5017,Andrew Mack,1383.78,BRL
5018,Matthew Franco,6179.35,CHF
5019,Jennifer Lloyd,129.72,SGD
5020,Cynthia Cervantes,8573.91,ILS
5021,Mrs. Suzanne Miller,1268.75,INR
5022,Daniel Kelly,5539.21,SEK
5023,Donna Hurst,6202.51,SGD
5024,Thomas Gray DDS,3849.77,SEK
5025,Teresa Daniels,4990.0,SEK
5026,Michelle King,7140.73,USD
5027,Hannah Guzman,2511.37,KRW
5028,Carrie Harris,2315.71,CHF
5029,Amy Smith,5648.08,NOK
5030,Michael Monroe,8497.31,SEK
5031,Daniel Hooper,4502.48,CHF
5032,William Walker,8528.26,CHF
5033,Catherine Cunningham,9884.89,ZAR
5034,Hunter Hunter,6535.2,AUD
5035,Brandon Deleon,3449.91,ILS
5036,Kimberly Mata,4450.75,NOK
5037,Linda Lynch,3703.06,HKD
5038,Tiffany Patterson,559.63,NZD
5039,Anna Stephens,7592.07,MXN
5040,Dorothy Sutton,572.39,AUD
5041,Joyce Harris,1949.18,BRL
5042,Justin Stewart,1916.9,CHF
5043,Jeffrey Brown,2682.16,EUR
5044,Nancy Schneider,8306.43,MXN
5045,Joshua Sampson,3923.89,SEK
5046,Jake Mckinney,4358.15,ZAR
5047,Bianca Kennedy,9136.7,NOK
5048,Tanya Rose,8303.06,USD
5049,John Blair,3935.49,HKD
5050,Stephanie Walsh,8105.62,MXN
5051,Rhonda Logan,704.71,DKK
5052,Whitney Werner,5128.77,SGD
5053,Brandon Hall,5001.12,JPY
5054,Eric Frost,5067.5,KRW
5055,John Tate,1527.24,DKK
5056,John White,6401.62,ILS
5057,Matthew Smith,6850.63,GBP
5058,Aaron Nelson,4016.85,SEK
5059,Dustin Wilson,8631.69,USD
5060,Kurt Lopez,3503.49,KRW
5061,Scott Ellison,1485.24,KRW
5062,Shelby Stout,4894.84,CHF
5063,Alan Watkins,422.56,EUR
5064,Kathryn Clark,3472.58,PLN
5065,Sarah Bell,1426.02,ZAR
5066,Jamie Campbell DDS,1149.03,SEK
5067,Kimberly Petersen,3709.65,KRW
5068,Maria Mosley,2899.69,DKK
5069,Kelly Johnson,1679.28,INR
5070,Jonathan Gonzalez,2832.81,SEK
5071,Stephen Bowman,5596.95,DKK
5072,Dawn Mcdonald,1833.83,MXN
5073,Jeff Reyes,3653.93,CHF
5074,Lisa Walsh,4868.45,KRW
5075,Michelle Price,9928.36,ILS
5076,Amanda Durham,5945.49,SEK
5077,Melissa Hughes,7982.55,KRW
5078,Ashley Webb,5659.11,BRL
5079,Dennis Leon,7082.55,CHF
5080,Donna Hebert,658.06,CAD
5081,Anthony Hall,7178.1,ILS
5082,Brittany Gutierrez,4557.5,PLN
5083,Kevin Watkins,4082.94,SGD
5084,Todd Scott,1813.57,NZD
5085,Steven Foster,6358.58,DKK
5086,Jamie Schwartz,3410.99,GBP
5087,Kristin Davis,4568.54,AUD
5088,James Martin,6681.58,ZAR
5089,Taylor Wilson,9095.15,CHF
5090,Robert Duarte,4928.72,NZD
5091,Shelby Wong,7153.2,DKK
5092,Michael Salas,8053.07,MXN
5093,Kaitlin Fowler,4264.73,CHF
5094,Kimberly Ortega,174.95,DKK
5095,Tanner Wise,3934.44,JPY
5096,Holly Davis,5531.1,MXN
5097,Tammy Watts,850.53,DKK
5098,Jonathan Mccoy,4202.76,ZAR
5099,Carrie Allen,909.88,KRW
5100,Connie Smith,9333.87,GBP
5101,Casey Cruz,802.79,MXN
5102,Christopher Wilson,3602.45,BRL
5103,Nathan Ballard,6104.92,SEK
5104,Jason Solis,6655.47,CAD
5105,Michael Nelson,5412.23,MXN
5106,Michael Holloway,8072.04,PLN
5107,Sherri Fuentes,6067.29,DKK
5108,Amy Scott,1511.74,DKK
5109,Brandon Chapman,5288.7,ILS
5110,Monique Hendricks,6623.1,AUD
5111,Matthew Davis,79.06,MXN
5112,Tyrone Brown,5793.11,SEK
5113,Martin Park,9864.4,CHF
5114,Michael Scott DDS,686.81,NZD
5115,Lori Mcclain,9446.29,HKD
5116,Brittney Bishop,3034.16,ZAR
5117,Raymond Salazar,6386.79,AUD
5118,Samantha Smith,7241.71,EUR
5119,Amy Cisneros,3492.8,KRW
5120,Donald Murillo,8021.54,PLN
5121,Ana Mccann,6783.15,ZAR
5122,Benjamin Barton,2570.99,NOK
5123,Charles Jackson,3979.02,AUD
5124,Ashley Mueller,4139.99,HKD
5125,Ms. Sheila Wright,3101.22,JPY
5126,Melanie Hart,432.57,HKD
5127,Jessica Moore,1681.03,SEK
5128,David Schneider,912.86,KRW
5129,Melissa Noble,5522.24,NZD
5130,Jade Garcia,3037.61,HKD
5131,Lisa Brown,688.36,JPY
5132,Danny Dixon,2639.36,PLN
5133,Christopher Brown,4386.2,ILS
5134,Rachel Cooley,3334.67,KRW
5135,Johnny Rivera,644.5,USD
5136,David Cole,1843.79,GBP
5137,Kimberly Chang,3732.09,CHF
5138,Maria Thomas,8900.06,BRL
5139,Lisa Willis,1601.37,SGD
5140,Shannon Vargas,1717.94,HKD
5141,Kevin Banks,8849.64,AUD
5142,Joseph Wright,7755.53,MXN
5143,Angela Chaney,5014.81,SEK
5144,Jason Fields,8036.59,ILS
5145,Christopher Scott,9714.48,KRW
5146,Jeremy Park,6869.63,USD
5147,Heather Hardy,5849.4,GBP
5148,Christopher Stone,8028.38,EUR
5149,Terri Bradley,48.22,KRW
5150,Alexandra Garcia,2802.79,KRW
5151,Maria Smith,5422.32,SGD
5152,David Smith,4789.04,HKD
5153,Megan Cole,7546.83,ZAR
5154,Melissa Tran,7066.88,PLN
5155,Hunter Murphy,145.11,CHF
5156,Felicia Allison,9156.8,NOK
5157,Caroline Roberts,3293.81,KRW
5158,William Barker,9241.42,GBP
5159,Lori Chapman,2600.78,SEK
5160,Gregory Camacho,4363.94,EUR
5161,Michelle Willis,8793.82,INR
5162,Karen Floyd,3961.39,BRL
5163,Johnny Moss,3750.3,CHF
5164,Nicholas Cook,7426.43,NZD
5165,Brandon Mcfarland,9928.68,SGD
5166,Emily Long,7510.56,INR
5167,Jill Johnson,672.67,GBP
5168,Dennis Rodriguez,8100.38,SGD
5169,Rachel Barber,7396.21,GBP
5170,Timothy Peterson,2455.78,NOK
5171,James Williams,2790.44,PLN
5172,Sara Miller,7554.19,ZAR
5173,Kathryn Perez,2451.48,AUD
5174,Patrick Jordan,7554.85,DKK
5175,Mary Juarez,4288.55,SGD
5176,Heather Murillo,4911.18,KRW
5177,Jimmy Waters,759.66,PLN
5178,Karen Harper,6727.93,ZAR
5179,Alfred Erickson,8455.76,SEK
5180,Daniel Cole,8271.59,BRL
5181,Steven Howard,2394.25,CAD
5182,Tara Johnson,2028.47,ZAR
5183,Bridget Marshall,1966.08,JPY
5184,Charles Mendoza,9619.45,SEK
5185,Vicki Compton,8597.91,NOK
5186,Mark Fletcher,5111.06,NZD
5187,Sean Garza,407.43,INR
5188,Michael Hunt,3093.42,DKK
5189,Lori Diaz,8241.06,MXN
5190,Frank Davis,8483.08,GBP
5191,Megan Swanson,4592.63,CAD
5192,Jeffrey Lopez,2463.65,JPY
5193,Brian Marks,7382.68,ZAR
5194,Lisa Brown,633.21,CAD
5195,Tina Bryant,4053.89,PLN
5196,Jennifer Lowe DDS,8095.94,ZAR
5197,Briana Gilmore,5262.58,NOK
5198,Brian Crawford,374.03,CAD
5199,Sonia Morgan,9576.08,JPY
5200,Brenda Moody,8375.16,INR
5201,Christian Smith,6123.23,NOK
5202,Peter Aguilar,2641.31,AUD
5203,Nicholas Graham,4868.6,EUR
5204,Tina Cabrera,5009.34,SEK
5205,Joshua Anderson,4867.52,HKD
5206,Richard Mcpherson,3195.21,JPY
5207,Barbara Jackson,5325.35,CAD
5208,Justin Soto,5395.29,HKD
5209,Anthony Wong,4362.77,AUD
5210,Amanda Collins,6296.77,ILS
5211,Stephanie Anderson,2176.57,DKK
5212,Denise Taylor,2673.43,DKK
5213,Clayton Jones,5645.28,ILS
5214,Jeffrey Vance,6329.99,HKD
5215,Nicholas Wright,5488.49,DKK
5216,Kathy Thomas,9493.77,DKK
5217,Janice Gomez,2255.22,HKD
5218,Martha Evans,8083.8,ZAR
5219,Nicole Myers,2051.27,NOK
5220,Robert Cole,3513.19,ZAR
5221,Steven Nelson,9696.54,CAD
5222,Darin Kim,9532.54,SEK
5223,Jennifer Lewis,655.76,USD
5224,Seth Wagner,6139.79,KRW
5225,Michelle Lee,7788.36,PLN
5226,Maureen Norris,8810.96,ILS
5227,Kelly Phelps,586.93,NZD
5228,Lori Nelson,2685.12,MXN
5229,Krista Shelton,5110.61,HKD
5230,Meagan Wright,2366.43,NZD
5231,Andrea Brown,3325.82,CHF
5232,Jacob Rosario,79.78,EUR
5233,Collin Roberts,6450.09,SGD
5234,Sara Hayes,8091.75,CHF
5235,Victoria Roberson,6670.89,BRL
5236,Larry Solomon,7983.63,NOK
5237,Paul Gutierrez,4487.51,CHF
5238,Alexander Taylor,5024.48,INR
5239,Brandi Stokes,4000.87,CAD
5240,Julia Wells,9632.29,SEK
5241,Maureen Oconnor,7784.82,BRL
5242,Eric Valentine,5276.95,KRW
5243,Grace Torres,2072.51,KRW
5244,Erika Flowers,3786.63,PLN
5245,Rhonda Russo,3579.61,EUR
5246,Douglas Medina,2401.32,NZD
5247,Sarah Daniels,2948.51,ILS
5248,John Burgess,1677.99,NZD
5249,Sherri Stevens,7856.24,NZD
5250,Hayley Wheeler,4674.62,NOK
5251,Susan Owens,1059.53,NZD
5252,Anthony Lang,2204.11,NOK
5253,Amy Benjamin,5697.5,ZAR
5254,Patricia Brown,6698.41,MXN
5255,Melissa Smith,277.1,PLN
5256,Scott Perry,5708.64,CHF
5257,Christopher Rodriguez,5596.16,INR
5258,Brent Hernandez,1615.59,ILS
5259,Michael Jones,6606.44,DKK
5260,Rebekah Lamb,3483.15,ILS
5261,Joyce Underwood,9431.25,SEK
5262,Kim Johnson,9511.95,NZD
5263,Travis Sullivan,7297.78,ILS
5264,Breanna Gilbert,6391.71,SEK
5265,Kimberly Smith,9359.62,JPY
5266,Carolyn Kelly,7635.22,USD
5267,Billy Taylor DDS,6611.14,ILS
5268,James Cunningham,3223.83,SEK
5269,Timothy Hall,2638.54,BRL
5270,Steven Harris,2637.5,NZD
5271,Sean Richardson,5895.1,ILS
5272,Jamie Sherman,315.61,CAD
5273,Ellen Bartlett,1324.04,NZD
5274,Katherine Rodriguez,5329.84,INR
5275,Melissa Hughes,5602.0,DKK
5276,Matthew Armstrong,3047.68,CHF
5277,Emily Hubbard,430.03,GBP
5278,Jennifer Clark,6595.79,NZD
5279,Ashley Dean,2090.08,MXN
5280,Christine Cox,9110.05,JPY
5281,Paul Adams,4664.69,KRW
5282,Carolyn Adkins,6378.8,SEK
5283,Donna Mcdonald,8997.15,JPY
5284,Paula Gardner,1627.89,EUR
5285,Holly Johnson,1008.74,GBP
5286,Christopher Martinez,9740.46,ILS
5287,Danielle Gould,6909.26,NOK
5288,Tammy Freeman,6326.89,HKD
5289,Cassandra Mack,3776.89,ZAR
5290,Derrick Gonzalez,1712.25,BRL
5291,Jeffrey Rich,4107.04,AUD
5292,Jay Rasmussen,4463.69,CHF
5293,Dr. Lisa Green,4085.46,NOK
5294,Christopher Kim,1833.04,INR
5295,Linda Rogers,5081.94,DKK
5296,Audrey Johnson,421.74,KRW
5297,Penny Smith,6963.65,INR
5298,Ralph Burns,1811.99,KRW
5299,Allison Singh,9458.37,PLN
5300,Carlos Gibbs,2124.99,JPY
5301,Glenn Torres,4144.45,BRL
5302,James Anderson,9903.15,MXN
5303,Mark Baker,7243.66,ZAR
5304,Angela Howard,2713.37,SEK
5305,Bruce Morrison,5944.65,AUD
5306,Victoria Castillo,6898.29,NOK
5307,Elizabeth Carr,3218.79,EUR
5308,Brandon Walsh,8412.78,INR
5309,Elizabeth Zavala,5924.88,PLN
5310,Elizabeth Carter,7941.15,MXN
5311,Adam Smith,470.5,SEK
5312,Raven Byrd,664.49,SEK
5313,Michael Gates,9977.43,SGD
5314,Justin Finley,4501.81,GBP
5315,Debra Serrano,3557.25,NOK
5316,Tonya Graham,5092.93,EUR
5317,Theresa Stephens,5523.76,AUD
5318,Chelsea Smith,4644.0,AUD
5319,Anne Mitchell,6825.81,ZAR
5320,Lindsey Wilson,2888.49,HKD
5321,Miguel King,6633.85,BRL
5322,Christopher Harvey,2010.09,USD
5323,Matthew Brown,6149.55,BRL
5324,Cassidy Mccoy,291.62,ZAR
5325,Margaret James,8305.01,PLN
5326,Elizabeth Michael,6547.48,NOK
5327,Robert Nunez,3138.54,SGD
5328,Jennifer Smith,6459.78,GBP
5329,Michael Johnson,7467.49,CAD
5330,Amanda Hoffman,9425.67,HKD
5331,Kevin Robinson,5072.41,HKD
5332,Lauren Vaughn,7263.15,SGD
5333,Sandra Kelley,8898.63,GBP
5334,Victoria Mitchell,9885.41,INR
5335,Maria Espinoza,2777.12,ILS
5336,Bonnie Graham,8710.81,ILS
5337,Kyle Fleming,899.66,EUR
5338,Barbara Larsen,2974.48,AUD
5339,Judy Russell,3279.47,JPY
5340,Tammy Johnson,8301.16,KRW
5341,Jamie Goodwin,6867.07,BRL
5342,Tracy Andrews,3890.08,KRW
5343,Hannah Garcia,9105.8,AUD
5344,Janet Friedman,7140.96,INR
5345,Mary Douglas,8624.73,AUD
5346,Curtis Zamora,6479.23,INR
5347,Kenneth Bradley,14.8,GBP
5348,Kelly Nelson,9036.01,AUD
5349,Scott Parker,658.77,CAD
5350,Brianna Murphy,1061.76,NOK
5351,Samantha Graham,2415.27,ILS
5352,David Newman,2127.02,AUD
5353,Rhonda Shaw,4326.27,USD
5354,Paula Taylor,5593.47,AUD
5355,Sarah Mcgee,8867.22,CHF
5356,Brandi Powers,4237.28,INR
5357,Joshua Wood,6443.36,CHF
5358,Amy Anderson,6428.46,EUR
5359,Anna Ferguson,7138.23,ILS
5360,Kaitlyn Jackson,8538.23,KRW
5361,Kimberly Olson,9332.99,CHF
5362,Lori Jacobs,853.46,EUR
5363,Tom Williams,5051.26,HKD
5364,Brent Herring,7910.94,AUD
5365,Michael Moore,3751.29,ZAR
5366,Stephanie Parker,9029.33,NOK
5367,Wendy Webb,2283.61,CHF
5368,Thomas Miller,1143.44,SGD
5369,Clayton Hernandez,806.3,KRW
5370,Jordan Williams,6620.61,BRL
5371,Lori Dillon,1078.53,EUR
5372,James Villarreal,4749.47,ILS
5373,Elizabeth Willis,1211.95,DKK
5374,Jason Lane,8347.93,EUR
5375,Elizabeth Kelly,1842.67,INR
5376,Joan Pratt,6055.4,ZAR
5377,William Howe,9999.89,KRW
5378,Donna Meyers,6729.17,MXN
5379,Michelle Morgan,3619.27,USD
5380,Anthony Martin,4201.4,SGD
5381,Brianna Pham,9912.42,NOK
5382,Suzanne Perkins,2656.13,NOK
5383,Robert Bullock,7871.06,USD
5384,Brian Duffy,9082.03,EUR
5385,Alexandra Martinez,1790.14,EUR
5386,Eric Powers,593.75,ZAR
5387,Mr. Eric Richards DVM,2198.4,CHF
5388,Kristi Moreno,6556.22,SEK
5389,Mercedes Brown,4001.06,AUD
5390,Caleb Kelly,8738.25,ILS
5391,Ana Johnson,6337.88,KRW
5392,Bailey Russell,9438.54,PLN
5393,Adrienne Boyd,3750.22,MXN
5394,Cameron Edwards,3853.33,NOK
5395,Samantha Graves,3720.93,SEK
5396,Jessica Harrison,5501.95,HKD
5397,Javier Arnold,7193.29,HKD
5398,Brian Ward,7121.31,GBP
5399,Angela Lowe,316.93,INR
5400,Thomas Hamilton,7953.53,NZD
5401,Courtney Bond,6945.19,KRW
5402,Natalie Reese,5829.92,SGD
5403,Debra Alexander,3714.06,HKD
5404,Tami Robinson,5189.9,BRL
5405,Christopher Smith,9647.29,INR
5406,Wayne Anderson,139.81,NZD
5407,Erin Charles,2576.04,ZAR
5408,Ryan French,6575.59,MXN
5409,William Bautista,306.85,MXN
5410,Vanessa Love,6729.64,SGD
5411,Ronald Tyler,703.82,DKK
5412,Laura Contreras,9335.65,JPY
5413,Paula Garcia,3585.46,SGD
5414,Victor Clay,7188.93,PLN
5415,Brandon Hancock,6228.46,NOK
5416,Marissa Ramirez,7825.0,GBP
5417,Sarah Miller,3088.02,INR
5418,Mark Rush,1983.93,PLN
5419,Donna Cruz MD,5044.19,ZAR
5420,Kim Bowen,1010.06,INR
5421,Jacqueline Johnson,703.39,PLN
5422,James Hughes,9191.06,EUR
5423,Crystal Rodriguez,5711.58,INR
5424,Shannon Oconnor,2007.85,PLN
5425,Dustin Reyes,6205.63,ZAR
5426,Toni Hamilton,3844.59,EUR
5427,Erik Moss,3991.5,KRW
5428,Jorge Harris,9520.22,NOK
5429,Sabrina Lewis,1787.66,SEK
5430,Sabrina Williamson,3300.25,KRW
5431,Caleb Henderson,6732.84,USD
5432,Lawrence Strickland,5580.01,USD
5433,Dalton Ferguson DDS,8069.5,DKK
5434,Julie Barber,42.73,HKD
5435,Christie Hampton,1158.91,NOK
5436,Karen Jones,3207.0,KRW
5437,Christine Garcia,9210.19,KRW
5438,Oscar Kirby,3457.66,MXN
5439,Amber Manning,6975.73,GBP
5440,Karen Moss,5789.96,JPY
5441,Derek Flores,8177.35,DKK
5442,Michael Berger,3739.12,NOK
5443,Jennifer Walker,1735.61,CHF
5444,Philip Duffy,4050.21,JPY
5445,Rebekah Warren,6766.22,ILS
5446,Chad Clark,7372.64,AUD
5447,Mr. Jason Lee,3719.42,DKK
5448,Heidi Davis,1646.46,JPY
5449,Alicia Evans,4000.94,CAD
5450,Mason Marsh,9481.72,NZD
5451,Katie Clark,7725.5,SGD
5452,Christine Baker,4298.59,JPY
5453,Robin Chan,6293.4,EUR
5454,Colleen Cooper,8058.59,INR
5455,Ryan Rodriguez,3550.52,BRL
5456,Susan Washington,4143.78,NZD
5457,Vanessa Scott,8539.39,JPY
5458,Renee Romero,6503.54,DKK
5459,Stacey Flores,9775.29,AUD
5460,Jeremy Martinez,8563.31,MXN
